root_cause_id,scenario_id,answer,fault_type_cn,root_cause_description,suggested_action,mean_rsrp,mean_sinr,mean_throughput_mbps,mean_rb_num,mean_gps_speed_kmh
RC_ID_98USSY5BK8,ID_98USSY5BK8,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-83.35,9.692,709.532,209.363,32.3
RC_ID_X3LNWMR6U1,ID_X3LNWMR6U1,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-81.644,10.623,616.166,206.803,18.8
RC_ID_Q33SGVFZ37,ID_Q33SGVFZ37,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-85.279,20.241,816.188,203.725,35.8
RC_ID_I54ZIESRIL,ID_I54ZIESRIL,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-86.417,11.552,686.763,205.508,16.8
RC_ID_EX1IJLQRPD,ID_EX1IJLQRPD,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-84.835,8.159,602.102,207.152,16.5
RC_ID_VY7TQVRK0O,ID_VY7TQVRK0O,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-81.633,7.339,1197.095,206.768,18.9
RC_ID_ZFKHVQEUKL,ID_ZFKHVQEUKL,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-80.307,4.617,735.162,204.344,20
RC_ID_PUEGH25DST,ID_PUEGH25DST,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-84.119,14.908,871.607,210.908,19.4
RC_ID_XDG093F3CW,ID_XDG093F3CW,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-86.477,12.978,550.856,196.647,35.4
RC_ID_RTM4SGFAWQ,ID_RTM4SGFAWQ,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-70.156,11.929,687.721,205.023,15.6
RC_ID_97MIWG31A1,ID_97MIWG31A1,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-84.379,13.434,1177.359,209.29,24.3
RC_ID_P9S1Y94PKZ,ID_P9S1Y94PKZ,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-87.842,24.877,592.213,200.214,20.7
RC_ID_XJ04N1DP9Y,ID_XJ04N1DP9Y,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-90.057,13.4,1103.026,210.328,15.9
RC_ID_TZBSHIE8IL,ID_TZBSHIE8IL,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-80.028,10.629,805.537,206.235,33.1
RC_ID_PTOX0YMBBQ,ID_PTOX0YMBBQ,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-83.848,13.263,822.625,210.216,36
RC_ID_EOI5ZXBLNO,ID_EOI5ZXBLNO,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-82.461,11.021,590.72,186.587,31.6
RC_ID_IKP0NRBZW3,ID_IKP0NRBZW3,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-83.214,3.204,631.877,164.655,22.2
RC_ID_O7HFR2WSEE,ID_O7HFR2WSEE,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-84.56,10.856,599.701,150.766,25
RC_ID_JOOP6MD358,ID_JOOP6MD358,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-82.153,10.673,617.002,208.085,21.7
RC_ID_RKZ4VA0BB5,ID_RKZ4VA0BB5,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-81.402,7.764,690.079,161.3555,17.5
RC_ID_F9XYYB2DW9,ID_F9XYYB2DW9,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-86.91,10.052,828.333,202.017,18.8
RC_ID_TJ2IPIHWXM,ID_TJ2IPIHWXM,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-87.514,20.487,912.714,167.624,21.1
RC_ID_H8EG5BAV0S,ID_H8EG5BAV0S,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-83.716,17.02,1186.496,195.157,13.9
RC_ID_TBXR44SH92,ID_TBXR44SH92,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-78.851,9.781,570.043,202.879,20.4
RC_ID_XHY6C2GQTQ,ID_XHY6C2GQTQ,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-76.93,2.42,694.077,203.041,25.4
RC_ID_DH8XMV4N3Z,ID_DH8XMV4N3Z,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-83.016,9.176,712.709,206.745,25.1
RC_ID_H4W9Z55R49,ID_H4W9Z55R49,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-85.471,4.856,746.371,209.881,21.4
RC_ID_LVT7ODDH8A,ID_LVT7ODDH8A,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-82.192,5.776,798.331,210.689,19.9
RC_ID_L3DSOSH14Z,ID_L3DSOSH14Z,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-81.468,15.464,724.201,202.909,15.7
RC_ID_3Q4K5W5A3L,ID_3Q4K5W5A3L,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-83.037,3.811,615.835,202.287,19.9
RC_ID_DUMH8TT84C,ID_DUMH8TT84C,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-83.904,19.519,846.38,208.767,21
RC_ID_IHZ6QN27OW,ID_IHZ6QN27OW,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-76.869,9.35,682.406,150.0595,25.2
RC_ID_GHA0BQIIWY,ID_GHA0BQIIWY,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-86.943,24.963,553.339,202.133,20.9
RC_ID_0KY5FKXT6R,ID_0KY5FKXT6R,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-85.772,17.029,874.325,207.282,33.1
RC_ID_AWOCDPQC2Y,ID_AWOCDPQC2Y,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-73.134,11.721,1059.551,167.773,20.7
RC_ID_UORMFQV116,ID_UORMFQV116,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-80.657,9.564,685.298,204.124,21.5
RC_ID_XUG85N3HOZ,ID_XUG85N3HOZ,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-75.374,11.651,631.605,162.1305,20.3
RC_ID_M3X4CKPNHE,ID_M3X4CKPNHE,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-78.045,10.696,704.641,207.702,35.5
RC_ID_OVCMBTFXMN,ID_OVCMBTFXMN,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-83.279,9.915,771.956,204.18,21
RC_ID_YTHW99KR4D,ID_YTHW99KR4D,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-82.597,10.49,694.975,203.005,18.4
RC_ID_EWDZN6XS76,ID_EWDZN6XS76,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-78.35,7.725,737.785,206.763,29.5
RC_ID_6HIIR6WXA9,ID_6HIIR6WXA9,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-83.161,6.479,687.155,205.65,20.5
RC_ID_HSET3OMOGE,ID_HSET3OMOGE,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-78.947,29.774,688.72,210.581,26.7
RC_ID_JT417SRE9W,ID_JT417SRE9W,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-88.359,21.8,622.746,203.884,25.1
RC_ID_M5815N65PR,ID_M5815N65PR,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-75.092,11.474,720.12,202.447,37.5
RC_ID_7QLPWXM5IU,ID_7QLPWXM5IU,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-78.947,29.774,688.72,210.581,26.7
RC_ID_6Z09UHJ1ML,ID_6Z09UHJ1ML,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-82.46,9.148,641.175,165.0015,23.7
RC_ID_I24H068051,ID_I24H068051,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-78.423,8.525,747.947,204.725,37
RC_ID_VSLE1FEHZL,ID_VSLE1FEHZL,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-83.073,-1.194,882.479,206.977,38.9
RC_ID_57OE58SJGA,ID_57OE58SJGA,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-83.65,5.985,584.501,207.914,21.5
RC_ID_10NLDGJVWY,ID_10NLDGJVWY,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-82.035,8.22,742.545,203.289,19.9
RC_ID_QUCL0GAM4F,ID_QUCL0GAM4F,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-80.71,17.926,940.028,203.97,20
RC_ID_DIHGSAVI8Z,ID_DIHGSAVI8Z,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-73.719,8.165,531.044,156.151,21.2
RC_ID_T3DPHJSXDR,ID_T3DPHJSXDR,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-78.722,8.101,696.294,205.39,34.3
RC_ID_ERUCREN2XX,ID_ERUCREN2XX,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-87.842,24.877,592.213,200.214,20.7
RC_ID_KCBKONM0FW,ID_KCBKONM0FW,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-81.69,12.057,780.029,210.15,22.3
RC_ID_KQLAI9WMLM,ID_KQLAI9WMLM,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-85.108,17.967,714.332,208.236,17.7
RC_ID_SOPMT9BA39,ID_SOPMT9BA39,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-86.453,12.433,1019.289,210.815,37.2
RC_ID_5B6FDC8532,ID_5B6FDC8532,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-85.873,21.799,629.779,200.125,15.9
RC_ID_PT6BIX562Z,ID_PT6BIX562Z,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-80.007,6.604,764.331,206.807,21.6
RC_ID_GRO03MH3BG,ID_GRO03MH3BG,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-75.374,11.651,631.605,202.64,20.3
RC_ID_BDF89XC2OA,ID_BDF89XC2OA,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-83.311,5.908,628.991,199.476,37.8
RC_ID_99KI27HO40,ID_99KI27HO40,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-84.242,17.615,983.36,205.525,17.9
RC_ID_UPUGCAK3HW,ID_UPUGCAK3HW,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-83.716,17.02,1146.496,195.157,13.9
RC_ID_LS22XGIIPY,ID_LS22XGIIPY,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-84.883,17.45,694.06,207.114,23.3
RC_ID_9709E7L0TB,ID_9709E7L0TB,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-82.409,2.243,761.56,165.348,19.7
RC_ID_4SR0V0MV2G,ID_4SR0V0MV2G,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-80.904,7.801,579.148,205.833,22.5
RC_ID_YBX9CXYS2W,ID_YBX9CXYS2W,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-79.555,10.163,852.033,207.533,35.9
RC_ID_081MRULUC7,ID_081MRULUC7,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-81.894,11.194,622.405,210.84,22.7
RC_ID_KZP8GKHNRF,ID_KZP8GKHNRF,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-79.977,5.046,557.125,202.529,19.1
RC_ID_77PH4PYECL,ID_77PH4PYECL,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-85.834,6.994,573.572,210.996,15.1
RC_ID_37JG8O0Y3T,ID_37JG8O0Y3T,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-84.24,13.214,647.955,209.886,23.4
RC_ID_A1GH8E7LN1,ID_A1GH8E7LN1,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-80.049,12.104,835.85,207.918,21.7
RC_ID_ARP1RUKCSM,ID_ARP1RUKCSM,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-83.069,2.448,514.677,206.698,23.5
RC_ID_A9RKUA2OV6,ID_A9RKUA2OV6,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-86.476,15.108,579.516,203.452,15.8
RC_ID_6AI9UOPY77,ID_6AI9UOPY77,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-87.029,26.518,934.381,210.77,17.6
RC_ID_PISO7LCOP3,ID_PISO7LCOP3,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-82.644,10.774,798.692,207.892,32.5
RC_ID_E8DWY6EX2Y,ID_E8DWY6EX2Y,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-83.24,6.764,728.26,203.645,23.3
RC_ID_OKOLQMPS3N,ID_OKOLQMPS3N,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-81.758,14.697,667.403,192.983,23.7
RC_ID_XAI77HGJ4G,ID_XAI77HGJ4G,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-75.709,6.382,762.88,202.13,16.6
RC_ID_GOWSM9ZBZW,ID_GOWSM9ZBZW,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-82.406,7.222,930.864,200.879,16.1
RC_ID_E4PNA2L9SY,ID_E4PNA2L9SY,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-82.564,8.078,504.807,198.195,7.2
RC_ID_G0D9WJ80PM,ID_G0D9WJ80PM,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-86.4,13.149,853.161,209.863,18.9
RC_ID_RGUDMNBKJY,ID_RGUDMNBKJY,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-85.143,18.521,976.238,207.054,24.6
RC_ID_1C7ZK1OZF9,ID_1C7ZK1OZF9,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-85.772,17.029,874.325,165.484,17.1
RC_ID_UD6IWEND7S,ID_UD6IWEND7S,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-83.585,3.117,634.395,209.01,14.2
RC_ID_GKXS8G0GMX,ID_GKXS8G0GMX,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-80.788,28.484,769.091,207.067,16.8
RC_ID_FXWMJQGI74,ID_FXWMJQGI74,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-77.452,20.731,888.929,210.606,14.5
RC_ID_HI859U9TE2,ID_HI859U9TE2,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-84.535,8.22,742.545,203.289,19.9
RC_ID_L769K8QTVR,ID_L769K8QTVR,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-87.163,19.823,564.246,205.352,32.7
RC_ID_8MWMJ08LZJ,ID_8MWMJ08LZJ,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-66.199,2.743,636.804,196.426,19
RC_ID_J6IVGZOEDS,ID_J6IVGZOEDS,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-83.077,7.517,716.078,200.076,19.9
RC_ID_KJAXR9FIN5,ID_KJAXR9FIN5,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-82.81,6.978,737.717,210.537,18.5
RC_ID_E1AGJYMERH,ID_E1AGJYMERH,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-89.467,15.545,922.385,207.194,20.2
RC_ID_H5KX9R57N0,ID_H5KX9R57N0,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-79.907,5.707,746.389,207.093,23.1
RC_ID_8ST99933N3,ID_8ST99933N3,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-85.779,20.031,613.704,151.3865,16.1
RC_ID_QQW2T1RAPI,ID_QQW2T1RAPI,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-86.939,20.147,590.381,165.114,23.6
RC_ID_BJ73DOJCY2,ID_BJ73DOJCY2,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-83.808,6.262,710.642,163.847,20.8
RC_ID_GSIVFERMK4,ID_GSIVFERMK4,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-83.939,21.388,986.35,166.598,20.5
RC_ID_77AHIJR5S9,ID_77AHIJR5S9,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-85.709,8.858,814.012,208.726,15.4
RC_ID_73GPEUOP18,ID_73GPEUOP18,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-83.014,17.466,1000.05,211.184,17.2
RC_ID_RM3ESX2J6M,ID_RM3ESX2J6M,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-84.459,20.207,740.667,202.918,17.5
RC_ID_WNVPVIVN7Z,ID_WNVPVIVN7Z,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-79.226,11.551,732.02,202.32,19.5
RC_ID_Y1CXV8IULH,ID_Y1CXV8IULH,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-86.943,24.963,553.339,202.133,20.9
RC_ID_JJUDI8ZQQO,ID_JJUDI8ZQQO,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-77.731,13.586,776.388,203.638,39.4
RC_ID_JU9GBX0G8T,ID_JU9GBX0G8T,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-81.865,11.728,794.236,204.602,15.1
RC_ID_UJUT7JSTUE,ID_UJUT7JSTUE,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-78.118,7.446,687.178,161.131,15.7
RC_ID_JHJ16XTQU2,ID_JHJ16XTQU2,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-82.216,14.272,738.91,209.924,20.1
RC_ID_JXCFQ3ZQLG,ID_JXCFQ3ZQLG,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-86.284,18.006,939.314,211.216,18.1
RC_ID_XHLIS9PAR2,ID_XHLIS9PAR2,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-82.81,6.978,737.717,210.537,18.5
RC_ID_C5USPQNUJN,ID_C5USPQNUJN,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-80.345,22.522,1080.766,211.004,18.4
RC_ID_T5W0AW6WBS,ID_T5W0AW6WBS,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-81.382,9.494,718.906,206.031,20.8
RC_ID_9BAOD694P7,ID_9BAOD694P7,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-83.494,1.134,646.579,205.656,20.1
RC_ID_3XF6RBKGT6,ID_3XF6RBKGT6,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-82.44,11.047,626.376,161.634,18.2
RC_ID_SVDADKFUIX,ID_SVDADKFUIX,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-80.145,8.104,605.136,203.958,13.1
RC_ID_ADVN1M3CCL,ID_ADVN1M3CCL,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-80.932,7.732,876.927,207.47,38
RC_ID_W7L45MWZAC,ID_W7L45MWZAC,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-73.01,9.386,989.462,207.829,32.4
RC_ID_08V7X0NBBW,ID_08V7X0NBBW,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-80.932,7.732,876.927,207.47,22
RC_ID_NADG2JP6WZ,ID_NADG2JP6WZ,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-86.663,5.5,676.208,203.359,23.1
RC_ID_2CGQENLIMK,ID_2CGQENLIMK,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-87.114,15.285,819.266,211.053,36.3
RC_ID_DAQ27DJAK7,ID_DAQ27DJAK7,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-71.707,13.834,785.797,162.075,17.7
RC_ID_GM5ZRZOW3C,ID_GM5ZRZOW3C,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-85.859,21.8,622.746,163.3415,25.1
RC_ID_ECM41QSCHL,ID_ECM41QSCHL,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-86.557,13.4,1143.026,210.328,15.9
RC_ID_MMOHN2E03Q,ID_MMOHN2E03Q,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-84.1,5.853,698.36,207.149,13.6
RC_ID_WFKU6PPLSK,ID_WFKU6PPLSK,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-69.388,4.254,677.069,203.497,35.2
RC_ID_8VS1RE1SVY,ID_8VS1RE1SVY,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-83.856,6.631,562.645,164.238,16.3
RC_ID_8G4W5377IW,ID_8G4W5377IW,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-88.781,7.62,1010.785,208.125,19.9
RC_ID_T6AVQ085FH,ID_T6AVQ085FH,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-80.596,10.274,976.798,208.951,27.6
RC_ID_VX6U05PEZB,ID_VX6U05PEZB,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-84.543,5.398,615.909,164.3305,27.4
RC_ID_UTQB7JS8V5,ID_UTQB7JS8V5,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-85.279,20.241,856.188,203.725,19.8
RC_ID_TZZY5T0AID,ID_TZZY5T0AID,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-83.069,2.448,514.677,165.267,23.5
RC_ID_GTDIA82VEH,ID_GTDIA82VEH,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-85.909,2.243,761.56,206.135,19.7
RC_ID_LV3KNSG6AD,ID_LV3KNSG6AD,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-87.514,20.487,912.714,209.57,21.1
